Company,Role,Domain,Experience,Location,Skills,Full_JD_Text,Type
NayePankh Foundation,Data Analytics,ML / AI,Internship,Bangalore,"Data Analytics, Data Science, HTML, MS-Excel, Power BI, Python, SQL, Tableau, Certificate, Letter of recommendation, Job offer","About the work from home job/internship As a Data Analytics intern at NayePankh Foundation, you will have the opportunity to apply your knowledge and skills to make a real impact in the non-profit sector. You will work closely with our team to analyze data, identify trends, and provide insights that will help us better serve our community. Key Responsibilities: 1. Collaborate with team members to gather and analyze data from various sources 2. Use statistical methods to interpret data and identify patterns and trends 3. Develop and maintain data visualizations and dashboards for easy understanding 4. Assist in creating reports and presentations to communicate findings to stakeholders 5. Help improve data quality and accuracy through data cleaning and validation 6. Stay current on industry trends and best practices in data analytics 7. Contribute ideas and solutions to help drive organizational growth and impact If you are a motivated and analytical individual looking to gain hands-on experience in the field of data analytics while making a difference in the community, we invite you to join our team at NayePankh Foundation. Apply now and be part of our mission to empower and uplift those in need. Skill(s) required Data Analytics Data Science HTML MS-Excel Power BI Python SQL Tableau Earn certifications in these skills Learn Data Analytics Learn Data Science Learn HTML Learn MS-Excel Learn Power BI Learn Python Learn SQL Who can apply Only those candidates can apply who: 1. are available for the work from home job/internship 2. can start the work from home job/internship between 25th Jun'26 and 30th Jul'26 3. are available for duration of 1 month 4. have relevant skills and interests * Women wanting to start/restart their career can also apply. Perks Certificate Letter of recommendation Job offer Number of openings 10 About NayePankh Foundation NayePankh Foundation is a UP government, 80G & 12A registered NGO. Featured in The Pioneer, Dainik Jagran, Hindustan, and many more, we are also one of the biggest student-led organizations, working towards the uplifting of the underprivileged & striving to support underprivileged people by all means. We also want to bring a change in society. NayePankh Foundation has supported and trained more than 30,000 interns, helping them build practical skills while staying connected to purpose-driven initiatives. The organization continues to create opportunities where individuals can participate in meaningful work and understand how consistent efforts help initiatives grow and sustain over time. Activity on Internshala Hiring since November 2022 1611 opportunities posted 38113 candidates hired Apply now Additional Questions × Close Sign up to continue Candidate sign up Sign up/ Login with Google Sign up with Email OR Email Password First Name Last Name Sign up By continuing as a candidate, you agree to our T&C . Already registered? Login Sign up to continue Candidate sign up Sign up/ Login with Google Sign up with Email OR Email Password First Name Last Name Sign up By continuing as a candidate, you agree to our T&C . Already registered? Login",Internship
Fitbae Healthcare Private Limited,Business Analytics,ML / AI,Internship,Bangalore,"Data Analytics, English Proficiency (Written), MS-Excel, Certificate, Letter of recommendation","About the work from home job/internship This internship helps students understand how businesses study markets, competitors, and user behavior. Interns will assist in research and analysis tasks and learn how strategic insights are developed. Selected intern's day-to-day responsibilites include: 1. Assist in market and competitor research 2. Support insight documentation 3. Learn strategic thinking basics Skill(s) required Data Analytics English Proficiency (Written) MS-Excel Earn certifications in these skills Learn Data Analytics Learn Business Communication Learn MS-Excel Who can apply Only those candidates can apply who: 1. are available for the work from home job/internship 2. can start the work from home job/internship between 25th Jun'26 and 30th Jul'26 3. are available for duration of 3 months 4. have relevant skills and interests * Women wanting to start/restart their career can also apply. Other requirements Students curious about decision-making and planning. Perks Certificate Letter of recommendation Number of openings 6 About Fitbae Healthcare Private Limited We are a team of inspiring, empathetic and exemplary healthcare professionals who focus on health and wellness with the most reliable and effective physical therapy, fitness and Yoga practice who promise to stand by our clients at every stage of recovery. Activity on Internshala Hiring since February 2021 104 opportunities posted 2 candidates hired Apply now Additional Questions × Close Sign up to continue Candidate sign up Sign up/ Login with Google Sign up with Email OR Email Password First Name Last Name Sign up By continuing as a candidate, you agree to our T&C . Already registered? Login Sign up to continue Candidate sign up Sign up/ Login with Google Sign up with Email OR Email Password First Name Last Name Sign up By continuing as a candidate, you agree to our T&C . Already registered? Login",Internship
Orbixa,Meta Ads Specialist/Performance Marketing,ML / AI,Internship,Bangalore,"Copywriting, Data Analysis, Facebook Ads, Google Analytics, Certificate, Letter of recommendation, Flexible work hours","About the work from home job/internship Selected intern's day-to-day responsibilities include: 1. Set up, manage, and optimize paid ad campaigns on Meta (Facebook and Instagram) Ads Manager. 2. Conduct audience research, A/B testing of creatives/copy, and track daily performance metrics (ROAS, CPA, CTR). 3. Analyze campaign data, generate performance reports, and suggest data-driven strategies to scale growth. Skill(s) required Copywriting Data Analysis Facebook Ads Google Analytics Earn certifications in these skills Learn Google Analytics Learn Digital Marketing Learn Business Analytics Learn SAS Programming Learn SQL for Data Analytics Learn Power BI Learn Clinical Trial Analysis & Reporting Learn Natural Language Processing Learn Data Science Learn AI in Data Science + 3 more skills Who can apply Only those candidates can apply who: 1. are available for the work from home job/internship 2. can start the work from home job/internship between 24th Jun'26 and 29th Jul'26 3. are available for duration of 3 months 4. have relevant skills and interests * Women wanting to start/restart their career can also apply. Other requirements 1. Prior experience running paid social media ads or a Meta Blueprint certification is preferred. 2. Strong analytical skills and understanding of marketing funnels. Perks Certificate Letter of recommendation Flexible work hours Additional information Stipend Structure: Fixed pay: ₹ 3,000 - 5,000 /month Incentive pay: ₹ 500 - 1,000 /month Number of openings 2 About Orbixa Orbixa is a premier growth-acceleration agency dedicated exclusively to the luxury salon and wellness industry. We bridge the gap between high-end aesthetics and data-driven results, helping premium brands dominate their local markets. Our mission is to help salon owners automate their growth through two core pillars: precision media buying- high-performance meta ads that turn impressions into high-ticket bookings; and cinematic storytelling- producing ""thumb-stopping"" video content that captures the luxury soul of a brand. At Orbixa, we don't just run ads; we build digital experiences. We are currently expanding our elite team of performance marketers and hybrid creators to help scale our growing portfolio of premium clients across India. Join us as we redefine beauty marketing. Activity on Internshala Hiring since June 2026 1 opportunity posted Apply now Additional Questions × Close Sign up to continue Candidate sign up Sign up/ Login with Google Sign up with Email OR Email Password First Name Last Name Sign up By continuing as a candidate, you agree to our T&C . Already registered? Login Sign up to continue Candidate sign up Sign up/ Login with Google Sign up with Email OR Email Password First Name Last Name Sign up By continuing as a candidate, you agree to our T&C . Already registered? Login",Internship
APEX I SOFT TECHNOLOGIES PRIVATE LIMITED,Data Analytics,ML / AI,Internship,Bangalore,"Data Analytics, Data Science, MS-Excel, Power BI, Python, SQL, Tableau, Certificate, Letter of recommendation, Flexible work hours, 5 days a week, Job offer","About the internship Are you a data enthusiast with a passion for analytics and a strong foundation in Python, SQL, MS Excel, Data Science, Power BI, and Tableau? Apex iSoft Technologies Private Limited is seeking a dynamic Data Analytics intern to join our team. As an intern, you will have the opportunity to work on real-world projects, gain hands-on experience, and contribute to our data-driven decision-making process. Your responsibilities will include: 1. Collaborating with team members to gather and analyze data 2. Developing and implementing data models and algorithms 3. Creating visualizations and reports using Power BI and Tableau 4. Assisting in data cleaning, transformation, and validation 5. Conducting statistical analysis and interpreting results 6. Participating in team meetings and presenting findings 7. Keeping up-to-date with industry trends and best practices If you are a proactive problem-solver with a keen eye for detail and a desire to learn and grow in the field of data analytics, we want to hear from you! Join us at Apex iSoft Technologies and take the first step towards a rewarding career in data analytics. Skill(s) required Data Analytics Data Science MS-Excel Power BI Python SQL Tableau Earn certifications in these skills Learn Data Analytics Learn Data Science Learn MS-Excel Learn Power BI Learn Python Learn SQL Who can apply Only those candidates can apply who: 1. are available for full time (in-office) internship 2. can start the internship between 25th Jun'26 and 30th Jul'26 3. are available for duration of 3 months 4. are from Bangalore only 5. have relevant skills and interests * Women wanting to start/restart their career can also apply. Perks Certificate Letter of recommendation Flexible work hours 5 days a week Job offer Additional information Job offer: On successful conversion to a permanent employee, the candidate can expect a salary of ₹ 500000 to 600000/year Number of openings 6 About APEX I SOFT TECHNOLOGIES PRIVATE LIMITED APEX I SOFT TECHNOLOGIES PRIVATE LIMITED is a dynamic IT solutions and technology services provider. Established with a vision to drive digital transformation, the company specializes in offering comprehensive computer-related services, custom software development, web maintenance, and multimedia solutions. Committed to technical excellence and innovation, we deliver reliable, high-quality, and scalable solutions tailored to help businesses achieve their goals and thrive in the digital era. Activity on Internshala Hiring since June 2026 17 opportunities posted Apply now Additional Questions × Close Sign up to continue Candidate sign up Sign up/ Login with Google Sign up with Email OR Email Password First Name Last Name Sign up By continuing as a candidate, you agree to our T&C . Already registered? Login Sign up to continue Candidate sign up Sign up/ Login with Google Sign up with Email OR Email Password First Name Last Name Sign up By continuing as a candidate, you agree to our T&C . Already registered? Login",Internship
Certiwisehub,Financial Market Research,ML / AI,Internship,Bangalore,"Digital Marketing, Finance, Financial literacy, Human Resources, Market Analysis, Sales, Certificate, Letter of recommendation, Flexible work hours","About the work from home job/internship Selected intern's day-to-day responsibilities include: 1. Analyze financial data, market trends, and economic indicators 2. Prepare research reports and investment insights for clients or stakeholders 3. Track stock performance, commodities, currencies, and other financial instruments 4. Support portfolio strategy by identifying risks and opportunities 5. Use tools like Excel, Bloomberg, or Reuters for data interpretation and forecasting Skill(s) required Digital Marketing Finance Financial literacy Human Resources Market Analysis Sales Earn certifications in these skills Learn Stocks and Trading Learn Human Resources Who can apply Only those candidates can apply who: 1. are available for the work from home job/internship 2. can start the work from home job/internship between 24th Jun'26 and 29th Jul'26 3. are available for duration of 1 month 4. have relevant skills and interests Perks Certificate Letter of recommendation Flexible work hours Number of openings 12 About Certiwisehub Website In early 2024, while working closely with aspiring professionals, startup founders, and college students, we noticed a growing gap between theoretical knowledge and practical, industry-ready skills, especially in fast-evolving fields like digital marketing and financial services. At the same time, we observed that many online courses were either too generic, lacked certification credibility, or weren't aligned with real-world outcomes like job readiness, freelancing potential, or financial literacy. To solve this, CertiWiseHub was founded with one clear mission: 'To empower learners with industry-relevant skills, backed by credible certifications, in the fields of digital marketing.' The overwhelming response from our early learners, interns, and partner brands encouraged us to go bigger. We created structured learning modules, internship-integrated courses, and launched our official certification programs under the CertiWiseHub. Activity on Internshala Hiring since May 2025 167 opportunities posted Apply now Additional Questions × Close Sign up to continue Candidate sign up Sign up/ Login with Google Sign up with Email OR Email Password First Name Last Name Sign up By continuing as a candidate, you agree to our T&C . Already registered? Login Sign up to continue Candidate sign up Sign up/ Login with Google Sign up with Email OR Email Password First Name Last Name Sign up By continuing as a candidate, you agree to our T&C . Already registered? Login",Internship
SAS Group,AI Video Gen Artist,ML / AI,Internship,Bangalore,"AI Video Generation, Certificate, Letter of recommendation","About the work from home job/internship Peblo is a mission-driven, seed-funded edutainment startup on a mission to reshape early and middle-grade education. We blend immersive storytelling, interactive game design, pedagogy, and cutting-edge AI to create personalized learning journeys for children in India and beyond. At Peblo, education meets entertainment to foster joyful, emotionally engaging learning experiences that adapt to every child's unique curiosity and pace. We care deeply about our craft, and we'd love for you to explore what we're building before we go further. Visit our YouTube channel to see what we're planning to offer through our app and learn more about our creative approach: As an AI Video Generation Artist, you will create engaging and educational videos for children using generative AI and animation technologies. You will combine creative storytelling, technical expertise, and an understanding of Peblo's educational vision to produce compelling visual content. You will work closely with educators, writers, designers, and product teams to bring immersive learning experiences to life. Selected intern's day-to-day responsibilities include: 1. Conceptualize, generate, and refine animated and mixed-media educational videos using AI video generation tools and creative software. 2. Collaborate with writers, educators, and designers to transform educational scripts into engaging visual stories for children aged 5-12. 3. Experiment with the latest AI-powered video and animation tools to improve production quality, creativity, and efficiency. 4. Create story-driven, emotionally engaging videos that align with Peblo's educational philosophy and brand identity. 5. Adapt video content to resonate with diverse cultural backgrounds while maintaining broad appeal for young learners. 6. Contribute to the development of Peblo's visual style guides and help define the brand's animation identity. 7. Manage the complete AI video production workflow, from concept development to post-production, while meeting project timelines. 8. Incorporate feedback from cross-functional teams to continuously improve the quality of video content. 9. Stay up to date with emerging trends, technologies, and best practices in AI-generated video, animation, and children's media. Skill(s) required AI Video Generation Earn certifications in these skills Learn AI Video Generation Who can apply Only those candidates can apply who: 1. are available for the work from home job/internship 2. can start the work from home job/internship between 24th Jun'26 and 29th Jul'26 3. are available for duration of 6 months 4. have relevant skills and interests Other requirements 1. Candidates pursuing or having completed graduation in Animation, Graphic Design, Multimedia, Visual Communication, Film, Digital Media, or a related field are preferred. 2. Experience in creating animated or mixed-media videos using AI generative tools for education, entertainment, or digital content is preferred. 3. Proficiency in AI-powered video and animation tools such as Runway, Pika, Synthesia, Animaker, Kaiber, or similar platforms. 4. A strong portfolio showcasing story-driven video or animation projects, preferably for children or educational content. 5. Excellent visual storytelling, creative thinking, and design skills with an understanding of content for young audiences. 6. Ability to adapt to feedback, iterate quickly, and work independently in a fast-paced environment. 7. Strong organizational and time management skills with the ability to meet project deadlines. 8. Familiarity with Indian cultural contexts and the ability to create content that resonates with diverse audiences. 9. Good communication and collaboration skills for working effectively in a remote team environment. Perks Certificate Letter of recommendation Number of openings 4 About SAS Group Peblo is a seed-funded, stealth-mode ed-tech startup, backed by the SAS Group, a 35 year old diversified business group headquartered in Gurgaon, with portfolio companies present across multiple industries - Healthcare (Medanta - Top 5 hospital chain in India), financial services (SVCL), digital health and insurance (Aiqa Health), Technology (Finncub) and many more. Peblo marks their foray into the ed-tech sector, with a bold vision to reshape how millions of children experience learning in India and beyond. Peblo is being led by a team of seasoned co-founders from ISB, ex-Zomato, ex-Bain, who bring together deep expertise across education, technology, product innovation, business strategy, and creative storytelling. Activity on Internshala Hiring since July 2025 65 opportunities posted 12 candidates hired Apply now Additional Questions × Close Sign up to continue Candidate sign up Sign up/ Login with Google Sign up with Email OR Email Password First Name Last Name Sign up By continuing as a candidate, you agree to our T&C . Already registered? Login Sign up to continue Candidate sign up Sign up/ Login with Google Sign up with Email OR Email Password First Name Last Name Sign up By continuing as a candidate, you agree to our T&C . Already registered? Login",Internship
EDU SHIKSHAVERTEX PRIVATE LIMITED,Lead Management,ML / AI,Internship,Bangalore,"Effective Communication, Certificate, Letter of recommendation, Flexible work hours, 5 days a week","About part time job/internship Are you passionate about education and eager to make a difference in the lives of students? Join our team as a 'Lead Management Intern!' As a crucial member of our team, you will have the opportunity to work closely with our marketing and sales departments to generate and nurture leads, ultimately contributing to the growth and success of our company. Selected intern's day-to-day responsibilites include: 1. Utilize CRM software to track and manage leads throughout the sales cycle 2. Qualify leads through phone calls, emails, and online communication 3. Develop and implement lead generation strategies to increase customer acquisition 4. Collaborate with sales team to ensure leads are properly handed off and followed up on 5. Analyze lead data and provide insights to improve lead management processes 6. Assist in the development of marketing campaigns to attract new leads 7. Stay up-to-date on industry trends and best practices to optimize lead management strategies If you are a proactive, detail-oriented individual with excellent communication skills and a strong desire to learn, we want to hear from you! Apply now to kickstart your career in lead management with us. Skill(s) required Effective Communication Earn certifications in these skills Learn Effective Communication Learn Business Communication Learn Business Analytics Learn Digital Marketing Learn SAS Programming Learn SQL for Data Analytics Learn Power BI Learn Clinical Trial Analysis & Reporting Learn Natural Language Processing Learn Data Science Learn AI in Data Science + 4 more skills Who can apply Only those candidates can apply who: 1. are available for the part time job/internship 2. can start the part time job/internship between 24th Jun'26 and 29th Jul'26 3. are available for duration of 1 month 4. have relevant skills and interests * Women wanting to start/restart their career can also apply. Perks Certificate Letter of recommendation Flexible work hours 5 days a week Additional information Stipend Structure: Fixed pay: ₹ 2,000 - 15,000 /month Incentive pay: ₹ 2,500 - 15,000 /month Number of openings 18 About EDU SHIKSHAVERTEX PRIVATE LIMITED At ShikshaVertex, we believe in unlocking potential and building skills. We are an EdTech platform dedicated to helping students bridge the gap between classroom learning and real-world industry requirements. We provide students with internships, professional training programs, career guidance, and mentorship from industry experts, creating a holistic environment for growth. Our goal is to ensure that students not only learn but also gain the practical skills and confidence needed to succeed in their careers. With ShikshaVertex, students can explore programs aligned with their interests, gain hands-on exposure, and stay ahead with skills that match today's job market. Activity on Internshala Hiring since September 2025 324 opportunities posted 5 candidates hired Apply now Additional Questions × Close Sign up to continue Candidate sign up Sign up/ Login with Google Sign up with Email OR Email Password First Name Last Name Sign up By continuing as a candidate, you agree to our T&C . Already registered? Login Sign up to continue Candidate sign up Sign up/ Login with Google Sign up with Email OR Email Password First Name Last Name Sign up By continuing as a candidate, you agree to our T&C . Already registered? Login",Internship
Pelvaan (UltimaLabs Private Limited),AI Research Marketing,ML / AI,Internship,Bangalore,"Python, PyTorch, Certificate, Flexible work hours","About the work from home job/internship Selected intern's day-to-day responsibilities include: 1. Research the latest AI tools and understand their features, use cases, and limitations 2. Track fast-moving trends in AI tools, productivity, automation, content creation, and related areas 3. Use ChatGPT/Claude to help draft articles, guides, comparisons, and social posts 4. Publish and repurpose content across different platforms 5. Help build a consistent content pipeline around AI tools and trends Main responsibility is creating content around the AI tools after well done research. Skill(s) required Python PyTorch Earn certifications in these skills Learn Python Learn Creative Writing Learn Digital Marketing Learn Business Analytics Learn Machine Learning Learn Natural Language Processing Learn AI in Data Science Learn Data Science Learn SAS Programming Learn SQL for Data Analytics Learn Power BI Learn Clinical Trial Analysis & Reporting + 5 more skills Who can apply Only those candidates can apply who: 1. are available for the work from home job/internship 2. can start the work from home job/internship between 24th Jun'26 and 29th Jul'26 3. are available for duration of 3 months 4. have relevant skills and interests Perks Certificate Flexible work hours Number of openings 2 About Pelvaan (UltimaLabs Private Limited) We are a stealth startup operating in the health industry using artificial intelligence, with very senior founders from the IT industry. Activity on Internshala Hiring since September 2021 78 opportunities posted 2 candidates hired Apply now Additional Questions × Close Sign up to continue Candidate sign up Sign up/ Login with Google Sign up with Email OR Email Password First Name Last Name Sign up By continuing as a candidate, you agree to our T&C . Already registered? Login Sign up to continue Candidate sign up Sign up/ Login with Google Sign up with Email OR Email Password First Name Last Name Sign up By continuing as a candidate, you agree to our T&C . Already registered? Login",Internship
Trade Brains,Technical Analyst,ML / AI,Internship,Bangalore,"Equity Research, Financial Analysis, Financial literacy, Financial planning, Investing, Research and Analytics, Stock Trading, Technical Analysis, Valuation, Certificate, Informal dress code, 5 days a week, Free snacks & beverages","About the internship We are seeking a motivated and analytical Technical Analyst Intern to support our research analyst team. This internship offers hands-on exposure to financial markets, technical analysis, market research, and financial content creation. The ideal candidate should have a keen interest in stock markets, trading strategies, and data-driven investment analysis. Selected intern's day-to-day responsibilities include: 1. Assist in conducting technical analysis of equities, indices, commodities, and other financial instruments. 2. Monitor price movements, chart patterns, trading volumes, and key technical indicators such as RSI, MACD, moving averages, Bollinger Bands, and others. 3. Support the identification of short-term and long-term trading and investment opportunities based on technical analysis. 4. Assist in preparing technical research reports, stock analysis summaries, and market updates. 5. Contribute technical insights and market data for reports, presentations, and other financial content. 6. Track and summarize significant developments, news, and events impacting financial markets and the broader business environment. 7. Collaborate with research analysts, content teams, and market experts on various financial analysis projects. 8. Conduct market research and data collection to support ongoing investment and trading research initiatives. Skill(s) required Equity Research Financial Analysis Financial literacy Financial planning Investing Research and Analytics Stock Trading Technical Analysis Valuation Earn certifications in these skills Learn Stocks and Trading Learn Research and Analytics Learn Business Communication Learn Business Analytics Learn SAS Programming Learn SQL for Data Analytics Learn Power BI Learn Clinical Trial Analysis & Reporting Learn Natural Language Processing Learn Financial modeling valuation Learn Data Science Learn AI in Data Science + 5 more skills Who can apply Only those candidates can apply who: 1. are available for full time (in-office) internship 2. can start the internship between 24th Jun'26 and 29th Jul'26 3. are available for duration of 3 months 4. have relevant skills and interests Other requirements 1. Pursuing or recently completed a bachelor's/master's degree in finance, economics, commerce, business administration, or a related field. 2. Basic understanding of the stock market, trading concepts, and financial instruments. 3. Familiarity with technical analysis concepts and charting tools is preferred. 4. Strong analytical, research, and problem-solving skills. 5. Good written and verbal communication skills. 6. Eagerness to learn and work in a fast-paced financial research environment. 7. NISM-IV Research Analyst certification is preferred/willing to pursue in the upcoming months. Perks Certificate Informal dress code 5 days a week Free snacks & beverages Additional information 1. The role focuses on equity research, financial analysis, and investment research activities. 2. Candidates will work closely with the research team on company and industry analysis. 3. Exposure to valuation models, investment theses, and research report preparation is included as part of the internship. 4. The position involves tracking market developments, earnings updates, and regulatory changes affecting investment decisions. Number of openings 2 About Trade Brains Website Trade Brains is a financial website helping readers learn the art of stock investing, trading, portfolio management, financial planning, money management, and more. At FinGrad (an initiative by Trade Brains), we offer the best online courses, webinars, and resources from various top experts who have real skin in the financial game. FinGrad has been built in the mind to deliver end-to-end financial education at our best standard to our novice investors & traders. Activity on Internshala Hiring since March 2018 759 opportunities posted 104 candidates hired Apply now Additional Questions × Close Sign up to continue Candidate sign up Sign up/ Login with Google Sign up with Email OR Email Password First Name Last Name Sign up By continuing as a candidate, you agree to our T&C . Already registered? Login Sign up to continue Candidate sign up Sign up/ Login with Google Sign up with Email OR Email Password First Name Last Name Sign up By continuing as a candidate, you agree to our T&C . Already registered? Login",Internship
Equity Reach,Consumer Research,ML / AI,Internship,Bangalore,"English Proficiency (Spoken), English Proficiency (Written), MS-Office, Certificate, Letter of recommendation, Flexible work hours","About the work from home job/internship Selected intern's day-to-day responsibilities include: 1. Design, review, and improve survey questionnaires to ensure accurate, relevant, and unbiased data collection. 2. Conduct online research and gather responses through surveys, forms, and questionnaires from target participants. 3. Analyze personality assessment results and identify behavioral patterns, preferences, and response trends. 4. Verify and organize collected data to maintain accuracy, consistency, and research quality standards. 5. Track survey participation rates and coordinate follow-ups to improve completion and response quality. 6. Prepare research summaries, reports, and presentations highlighting key findings and actionable insights. 7. Assist in consumer behavior studies, opinion surveys, and market perception analysis projects. Skill(s) required English Proficiency (Spoken) English Proficiency (Written) MS-Office Earn certifications in these skills Learn Business Communication Learn Business Analytics Learn SAS Programming Learn SQL for Data Analytics Learn Power BI Learn Clinical Trial Analysis & Reporting Learn Natural Language Processing Learn Data Science Learn AI in Data Science + 2 more skills Who can apply Only those candidates can apply who: 1. are available for the work from home job/internship 2. can start the work from home job/internship between 23rd Jun'26 and 28th Jul'26 3. are available for duration of 1 month 4. have relevant skills and interests Perks Certificate Letter of recommendation Flexible work hours Number of openings 16 About Equity Reach Website Equity Reach is a research-driven investment and financial education organization dedicated to empowering individuals with the knowledge, insights, and strategies needed to navigate today's dynamic financial markets. Our mission is to bridge the gap between complex market information and informed decision-making by providing high-quality market research, investment analysis, educational resources, and strategic guidance. Activity on Internshala Hiring since June 2026 10 opportunities posted Apply now Additional Questions × Close Sign up to continue Candidate sign up Sign up/ Login with Google Sign up with Email OR Email Password First Name Last Name Sign up By continuing as a candidate, you agree to our T&C . Already registered? Login Sign up to continue Candidate sign up Sign up/ Login with Google Sign up with Email OR Email Password First Name Last Name Sign up By continuing as a candidate, you agree to our T&C . Already registered? Login",Internship
Anvex AI Technologies,Prompt Engineering & Operations (Voice AI),ML / AI,Internship,Bangalore,"Effective Communication, English Proficiency (Spoken), English Proficiency (Written), LLM evaluation, LLMOps, Prompt Engineering, Report Generation, Report Writing, Certificate, Letter of recommendation, Informal dress code, 5 days a week, Free snacks & beverages","About the internship We are building a Voice AI product, and the quality of every conversation it has comes down to two things: how well it is instructed and how closely it is monitored. This role sits at the intersection of prompt engineering, quality assurance, and operations. You will write and refine the prompts that shape how our voice agents think and respond, analyze real interactions to identify areas for improvement, and help ensure consistent performance at scale. This role is ideal for someone with excellent language skills, strong analytical thinking, and a keen eye for detail. Prior coding experience is helpful but not mandatory. Selected intern's day-to-day responsibilities include: 1. Design, write, test, and refine prompts for Voice AI agents, including system prompts, instructions, and dialogue logic. 2. Build and optimize conversation flows, including fallbacks, error handling, and recovery from misunderstandings. 3. Test voice interactions for accuracy, naturalness, latency, interruptions, and edge-case scenarios. 4. Review call transcripts and interaction logs to identify failure patterns and improve prompt performance. 5. Conduct structured A/B testing of prompts and document findings to optimize conversation quality. 6. Curate and label datasets while helping build evaluation sets to measure AI performance objectively. 7. Monitor the live performance of Voice AI agents, identify issues, and support the timely resolution of production problems. 8. Maintain prompt libraries, operational playbooks, and standard operating procedures (SOPs) to ensure consistency and knowledge sharing. 9. Manage day-to-day operational tasks, including issue triaging, escalation handling, and incorporating customer feedback into product improvements. Skill(s) required Effective Communication English Proficiency (Spoken) English Proficiency (Written) LLM evaluation LLMOps Prompt Engineering Report Generation Report Writing Earn certifications in these skills Learn Effective Communication Learn Business Communication Learn LLMOps Learn Prompt Engineering Who can apply Only those candidates can apply who: 1. are available for full time (in-office) internship 2. can start the internship between 23rd Jun'26 and 28th Jul'26 3. are available for duration of 6 months 4. have relevant skills and interests Other requirements Skill(s) required: 1. Excellent written and spoken English. 2. Strong understanding of Large Language Models (LLMs) and prompt engineering. 3. Familiarity with conversational AI, chatbots, or voice assistants. 4. Strong analytical, problem-solving, and attention-to-detail skills. 5. Basic proficiency in spreadsheets and data analysis. 6. Curiosity about AI and emerging technologies. 7. Knowledge of Python or SQL is a plus. 8. Experience with LLM APIs or Voice AI tools is preferred. 9. Understanding of Speech-to-Text (STT) and Text-to-Speech (TTS) concepts is an advantage. 10. Proficiency in Indian languages is a plus. Only those candidates can apply who: 1. Are pursuing or have recently completed a relevant degree. 2. Are available for a full-time, in-office internship. 3. Can join immediately or within a short notice period. 4. Have strong communication and analytical skills. 5. Are passionate about AI, Voice AI, and prompt engineering. 6. Are eager to learn, adaptable, and take ownership of their work. Perks Certificate Letter of recommendation Informal dress code 5 days a week Free snacks & beverages Additional information Stipend Structure: Fixed pay: ₹ 10,000 - 12,000 /month Incentive pay: ₹ 3,000 - 5,000 /month Perks: 1. Gain hands-on experience working on live, real-world AI projects from day one. 2. Receive direct mentorship from experienced team members and exposure to product development and business operations. 3. Experience a fast learning environment with opportunities to take ownership of meaningful work. 4. Receive a monthly stipend. 5. Earn an internship completion certificate. 6. Be considered for a full-time role based on performance, demonstrated skills, and learning ability. Number of openings 2 About Anvex AI Technologies Website Anvex AI Technologies Private Limited is an innovative, enterprise-focused AI company that builds advanced Vision AI and Voice AI solutions to help businesses enhance security, safety, compliance, and operational efficiency. Their technology transforms video and voice data into real-time insights with intelligent automation, plug-and-play integration, and support for multiple languages, enabling enterprises to automate tasks, improve monitoring, and drive smarter outcomes. Activity on Internshala Hiring since December 2025 8 opportunities posted Apply now Additional Questions × Close Sign up to continue Candidate sign up Sign up/ Login with Google Sign up with Email OR Email Password First Name Last Name Sign up By continuing as a candidate, you agree to our T&C . Already registered? Login Sign up to continue Candidate sign up Sign up/ Login with Google Sign up with Email OR Email Password First Name Last Name Sign up By continuing as a candidate, you agree to our T&C . Already registered? Login",Internship
